GEOID	NAME	UATYPE	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                      
41360	Ingleside--Aransas Pass, TX Urban Cluster	C	35295417	265946	      13.628	       0.103	 27.884284	 -97.197220                                                                                      
41374	Interlachen, FL Urban Cluster	C	27951584	2993427	      10.792	       1.156	 29.648505	 -81.873122                                                                                                 
41401	International Falls, MN Urban Cluster	C	17783785	23838	       6.866	       0.009	 48.591808	 -93.384879                                                                                           
41482	Iola, KS Urban Cluster	C	7920311	35144	       3.058	       0.014	 37.930244	 -95.398747                                                                                                           
41509	Ione, CA Urban Cluster	C	6537500	79481	       2.524	       0.031	 38.360310	-120.949654                                                                                                           
41536	Ionia, MI Urban Cluster	C	18517263	39222	       7.150	       0.015	 42.980922	 -85.069012                                                                                                         
41563	Iowa, LA Urban Cluster	C	8512370	19623	       3.287	       0.008	 30.240258	 -93.002595                                                                                                           
41590	Iowa City, IA Urbanized Area	U	118012340	919023	      45.565	       0.355	 41.681320	 -91.558532                                                                                                  
41617	Iowa Falls, IA Urban Cluster	C	8792579	200897	       3.395	       0.078	 42.520094	 -93.267280                                                                                                    
41644	Iowa Park, TX Urban Cluster	C	7556077	187040	       2.917	       0.072	 33.955931	 -98.674356                                                                                                     
41671	Iron Mountain--Kingsford, MI--WI Urban Cluster	C	46266222	1042737	      17.863	       0.403	 45.803707	 -88.035155                                                                                
41698	Iron River, MI Urban Cluster	C	5253412	0	       2.028	       0.000	 46.077758	 -88.630893                                                                                                         
41725	Ironton, MO Urban Cluster	C	5606284	35308	       2.165	       0.014	 37.585879	 -90.629496                                                                                                        
41752	Ironwood, MI--WI Urban Cluster	C	13644717	130062	       5.268	       0.050	 46.453650	 -90.175708                                                                                                 
41779	Irrigon, OR Urban Cluster	C	4457305	0	       1.721	       0.000	 45.893294	-119.501924                                                                                                            
41806	Irvine, KY Urban Cluster	C	4784827	6996	       1.847	       0.003	 37.695161	 -83.966846                                                                                                          
41833	Ishpeming, MI Urban Cluster	C	16708478	243299	       6.451	       0.094	 46.495731	 -87.660607                                                                                                    
41914	Ithaca, NY Urbanized Area	U	63617932	522635	      24.563	       0.202	 42.461246	 -76.478854                                                                                                      
41941	Itta Bena, MS Urban Cluster	C	4248182	0	       1.640	       0.000	 33.498247	 -90.331221                                                                                                          
41995	Jacksboro, TX Urban Cluster	C	5669789	23688	       2.189	       0.009	 33.222447	 -98.168102                                                                                                      
42022	Jackson, AL Urban Cluster	C	7397576	0	       2.856	       0.000	 31.511215	 -87.895483                                                                                                            
42049	Jackson, CA Urban Cluster	C	13333963	0	       5.148	       0.000	 38.348812	-120.765336                                                                                                           
42076	Jackson, GA Urban Cluster	C	12153307	34952	       4.692	       0.013	 33.293318	 -83.960982                                                                                                       
42103	Jackson, KY Urban Cluster	C	5599978	586370	       2.162	       0.226	 37.557937	 -83.377908                                                                                                       
42157	Jackson, MI Urbanized Area	U	149387706	4117661	      57.679	       1.590	 42.245133	 -84.410962                                                                                                   
42184	Jackson, MN Urban Cluster	C	6683607	0	       2.581	       0.000	 43.626908	 -94.988976                                                                                                            
42211	Jackson, MS Urbanized Area	U	627861343	17276667	     242.419	       6.671	 32.327709	 -90.156689                                                                                                  
42265	Jackson, TN Urbanized Area	U	132508099	212998	      51.162	       0.082	 35.658449	 -88.837398                                                                                                    
42319	Jackson, WY Urban Cluster	C	10565498	109285	       4.079	       0.042	 43.472006	-110.757114                                                                                                      
42346	Jacksonville, FL Urbanized Area	U	1375058275	198815186	     530.913	      76.763	 30.240149	 -81.642722                                                                                           
42373	Jacksonville, IL Urban Cluster	C	30152662	84043	      11.642	       0.032	 39.729898	 -90.235699                                                                                                  
42400	Jacksonville, NC Urbanized Area	U	184898426	4368684	      71.390	       1.687	 34.744120	 -77.417712                                                                                              
42427	Jacksonville, TX Urban Cluster	C	25221731	0	       9.738	       0.000	 31.960481	 -95.264222                                                                                                      
42439	Jackson--Wellston, OH Urban Cluster	C	16479049	0	       6.363	       0.000	 39.042424	 -82.636141                                                                                                 
42454	Jaffrey, NH Urban Cluster	C	6248902	139485	       2.413	       0.054	 42.800965	 -72.021272                                                                                                       
42481	Jamestown, NY Urban Cluster	C	49236971	550259	      19.011	       0.212	 42.102361	 -79.264399                                                                                                    
42508	Jamestown, ND Urban Cluster	C	25541574	87962	       9.862	       0.034	 46.913177	 -98.698921                                                                                                     
42535	Jamestown, OH Urban Cluster	C	5151954	724059	       1.989	       0.280	 39.650500	 -83.768414                                                                                                     
42562	Janesville, WI Urbanized Area	U	79635687	1363007	      30.748	       0.526	 42.699722	 -89.004330                                                                                                 
42616	Jasper, AL Urban Cluster	C	51205295	143339	      19.770	       0.055	 33.850876	 -87.263137                                                                                                       
42643	Jasper, FL Urban Cluster	C	5682587	0	       2.194	       0.000	 30.516287	 -82.956612                                                                                                             
42670	Jasper, GA Urban Cluster	C	22766250	143007	       8.790	       0.055	 34.474124	 -84.448663                                                                                                       
42697	Jasper, IN Urban Cluster	C	28764290	135746	      11.106	       0.052	 38.396054	 -86.946163                                                                                                       
42724	Jasper, TN Urban Cluster	C	8034351	0	       3.102	       0.000	 35.087612	 -85.622521                                                                                                             
42751	Jasper, TX Urban Cluster	C	23004061	13407	       8.882	       0.005	 30.920250	 -94.001235                                                                                                        
42778	Jayuya, PR Urban Cluster	C	25864004	378	       9.986	       0.000	 18.203097	 -66.598547                                                                                                          
42805	Jeanerette, LA Urban Cluster	C	9541715	319561	       3.684	       0.123	 29.903408	 -91.639163                                                                                                    
42832	Jean Lafitte, LA Urban Cluster	C	4872875	724884	       1.881	       0.280	 29.726253	 -90.124755                                                                                                  
42849	Jefferson, GA Urban Cluster	C	35985229	530374	      13.894	       0.205	 34.117968	 -83.591647                                                                                                    
42859	Jefferson, IA Urban Cluster	C	6288286	0	       2.428	       0.000	 42.014345	 -94.380506                                                                                                          
42870	Jefferson, NC Urban Cluster	C	14310487	5719	       5.525	       0.002	 36.394115	 -81.483653                                                                                                      
42913	Jefferson, OH Urban Cluster	C	5558378	0	       2.146	       0.000	 41.738626	 -80.771302                                                                                                          
42967	Jefferson City, MO Urbanized Area	U	103644125	718043	      40.017	       0.277	 38.576293	 -92.202958                                                                                             
42978	Jefferson Township North, NJ Urban Cluster	C	31359921	1459520	      12.108	       0.564	 41.032540	 -74.513008                                                                                    
42994	Jena, LA Urban Cluster	C	11494614	73202	       4.438	       0.028	 31.689589	 -92.132576                                                                                                          
43021	Jennings, LA Urban Cluster	C	18388508	35153	       7.100	       0.014	 30.229007	 -92.653808                                                                                                      
43048	Jerome, ID Urban Cluster	C	11436675	0	       4.416	       0.000	 42.726069	-114.519795                                                                                                            
43064	Jersey Shore, PA Urban Cluster	C	18112018	533117	       6.993	       0.206	 41.187490	 -77.304899                                                                                                 
43075	Jerseyville, IL Urban Cluster	C	13719542	0	       5.297	       0.000	 39.118065	 -90.334126                                                                                                       
43102	Jesup, GA Urban Cluster	C	27781655	110721	      10.727	       0.043	 31.590739	 -81.878878                                                                                                        
43115	Jewett City, CT Urban Cluster	C	20957022	743114	       8.092	       0.287	 41.603148	 -71.967163                                                                                                  
43129	Jim Thorpe, PA Urban Cluster	C	6895108	64405	       2.662	       0.025	 40.882054	 -75.747459                                                                                                     
43210	Johnson City, TN Urbanized Area	U	284453088	901162	     109.828	       0.348	 36.337715	 -82.350994                                                                                               
43217	Johnson Creek, WI Urban Cluster	C	4796438	15674	       1.852	       0.006	 43.079053	 -88.771069                                                                                                  
43227	Johnson Lane, NV Urban Cluster	C	10778073	0	       4.161	       0.000	 39.038646	-119.733926                                                                                                      
43237	Johnston City, IL Urban Cluster	C	4075852	5646	       1.574	       0.002	 37.818109	 -88.927120                                                                                                   
43253	Johnstown, CO Urban Cluster	C	15469307	154851	       5.973	       0.060	 40.329816	-104.908258                                                                                                    
43264	Johnstown, OH Urban Cluster	C	4049188	4628	       1.563	       0.002	 40.150806	 -82.688762                                                                                                       
43291	Johnstown, PA Urbanized Area	U	100014539	900199	      38.616	       0.348	 40.303142	 -78.896776                                                                                                  
43345	Jonesboro, AR Urbanized Area	U	121639289	659107	      46.965	       0.254	 35.831693	 -90.686140                                                                                                  
43372	Jonesboro, LA Urban Cluster	C	11497148	81913	       4.439	       0.032	 32.250263	 -92.714115                                                                                                     
43383	Jones Creek, TX Urban Cluster	C	6543807	8976	       2.527	       0.003	 28.976030	 -95.477533                                                                                                     
43399	Joplin, MO Urbanized Area	U	166833143	538289	      64.415	       0.208	 37.101212	 -94.499217                                                                                                     
43426	Jordan, MN Urban Cluster	C	6020787	58600	       2.325	       0.023	 44.661476	 -93.633371                                                                                                         
43453	Juana Díaz, PR Urbanized Area	U	123815681	3716219	      47.806	       1.435	 18.121667	 -66.478465                                                                                                
43480	Junction, TX Urban Cluster	C	6154344	40206	       2.376	       0.016	 30.490759	 -99.773222                                                                                                       
43507	Junction City, KS Urban Cluster	C	58267854	210007	      22.497	       0.081	 39.091847	 -96.790133                                                                                                
43534	Junction City, OR Urban Cluster	C	5471421	0	       2.113	       0.000	 44.216679	-123.207227                                                                                                      
43561	Juneau, AK Urban Cluster	C	36324008	2628456	      14.025	       1.015	 58.386065	-134.592873                                                                                                      
43571	Juneau, WI Urban Cluster	C	2779736	0	       1.073	       0.000	 43.407648	 -88.702925                                                                                                             
43595	Jupiter Farms, FL Urban Cluster	C	27915679	13343	      10.778	       0.005	 26.917483	 -80.219011                                                                                                 
43604	Justin, TX Urban Cluster	C	4232720	2297	       1.634	       0.001	 33.082294	 -97.299874                                                                                                          
43615	Kahului, HI Urbanized Area	U	43589348	121126	      16.830	       0.047	 20.886428	-156.477892                                                                                                     
43642	Kailua (Hawaii County)--Holualoa, HI Urban Cluster	C	37145529	0	      14.342	       0.000	 19.585850	-155.942472                                                                                  
43669	Kailua (Honolulu County)--Kaneohe, HI Urbanized Area	U	101152649	1354123	      39.055	       0.523	 21.388604	-157.770666                                                                         
43696	Kalaheo, HI Urban Cluster	C	20538383	265945	       7.930	       0.103	 21.918559	-159.518733                                                                                                      
43711	Kalama, WA Urban Cluster	C	12645492	84269	       4.882	       0.033	 46.004466	-122.835194                                                                                                        
43723	Kalamazoo, MI Urbanized Area	U	340936830	14853482	     131.636	       5.735	 42.250182	 -85.592401                                                                                                
43777	Kalispell, MT Urban Cluster	C	45184179	501335	      17.446	       0.194	 48.214139	-114.304121                                                                                                    
43804	Kalkaska, MI Urban Cluster	C	6082130	242773	       2.348	       0.094	 44.739164	 -85.171898                                                                                                      
43818	Kamas, UT Urban Cluster	C	6639668	0	       2.564	       0.000	 40.626450	-111.274528                                                                                                              
43831	Kanab, UT Urban Cluster	C	6242859	25372	       2.410	       0.010	 37.043823	-112.525303                                                                                                          
43858	Kane, PA Urban Cluster	C	3535587	2286	       1.365	       0.001	 41.661994	 -78.808850                                                                                                            
43885	Kankakee, IL Urbanized Area	U	96273834	2207501	      37.172	       0.852	 41.150152	 -87.862319                                                                                                   
43912	Kansas City, MO--KS Urbanized Area	U	1755833135	18009969	     677.931	       6.954	 39.039792	 -94.594897                                                                                         
43939	Kapaa, HI Urban Cluster	C	35575158	84054	      13.736	       0.032	 22.092806	-159.352501                                                                                                         
43966	Kapaau, HI Urban Cluster	C	10534939	19078	       4.068	       0.007	 20.231224	-155.810776                                                                                                        
43993	Kaplan, LA Urban Cluster	C	5602235	0	       2.163	       0.000	 30.004649	 -92.284743                                                                                                             
44020	Karnes City, TX Urban Cluster	C	4876070	1269	       1.883	       0.000	 28.886855	 -97.899402                                                                                                     
44047	Kasson, MN Urban Cluster	C	11210512	80895	       4.328	       0.031	 44.043778	 -92.754206                                                                                                        
44074	Kaufman, TX Urban Cluster	C	8873948	0	       3.426	       0.000	 32.576769	 -96.304090                                                                                                            
44128	Kayenta, AZ Urban Cluster	C	6663405	56226	       2.573	       0.022	 36.722927	-110.251423                                                                                                        
44155	Kearney, MO Urban Cluster	C	9180775	0	       3.545	       0.000	 39.362112	 -94.358305                                                                                                            
44182	Kearney, NE Urban Cluster	C	34586685	193374	      13.354	       0.075	 40.708788	 -99.071435                                                                                                      
44209	Keene, NH Urban Cluster	C	27903110	436639	      10.773	       0.169	 42.938912	 -72.288129                                                                                                        
44236	Kekaha, HI Urban Cluster	C	4712862	4785	       1.820	       0.002	 21.962314	-159.674738                                                                                                          
44263	Kellogg, ID Urban Cluster	C	5119718	76405	       1.977	       0.030	 47.537802	-116.132224                                                                                                        
44290	Kelseyville, CA Urban Cluster	C	5820718	13105	       2.247	       0.005	 38.970184	-122.831384                                                                                                    
44317	Kemmerer, WY Urban Cluster	C	3831164	8101	       1.479	       0.003	 41.778588	-110.541737                                                                                                        
44344	Kenai, AK Urban Cluster	C	13650877	0	       5.271	       0.000	 60.566997	-151.257719                                                                                                             
44371	Kendallville, IN Urban Cluster	C	13803222	433264	       5.329	       0.167	 41.446816	 -85.263723                                                                                                 
44398	Kenedy, TX Urban Cluster	C	10297162	47288	       3.976	       0.018	 28.799247	 -97.849230                                                                                                        
44425	Kennebunk, ME Urban Cluster	C	30524386	462378	      11.786	       0.179	 43.365823	 -70.498519                                                                                                    
44452	Kennett, MO Urban Cluster	C	15278236	699	       5.899	       0.000	 36.240226	 -90.047220                                                                                                         
44479	Kennewick--Pasco, WA Urbanized Area	U	265383058	18551653	     102.465	       7.163	 46.236183	-119.195147                                                                                         
44506	Kenosha, WI--IL Urbanized Area	U	132609053	385317	      51.201	       0.149	 42.568961	 -87.866319                                                                                                
44533	Kenton, OH Urban Cluster	C	10364107	0	       4.002	       0.000	 40.647309	 -83.605084                                                                                                            
44560	Keokuk, IA--IL Urban Cluster	C	22090858	19770	       8.529	       0.008	 40.407520	 -91.386209                                                                                                    
44587	Kerman, CA Urban Cluster	C	6522503	0	       2.518	       0.000	 36.727308	-120.062074                                                                                                             
44614	Kermit, TX Urban Cluster	C	8359749	0	       3.228	       0.000	 31.854022	-103.090097                                                                                                             
44641	Kerrville, TX Urban Cluster	C	45295403	464386	      17.489	       0.179	 30.052084	 -99.159519                                                                                                    
44668	Ketchikan, AK Urban Cluster	C	15208057	66726	       5.872	       0.026	 55.353850	-131.644016                                                                                                     
44695	Ketchum, ID Urban Cluster	C	8969190	107270	       3.463	       0.041	 43.683487	-114.372784                                                                                                       
44722	Kewanee, IL Urban Cluster	C	14260702	0	       5.506	       0.000	 41.241150	 -89.924008                                                                                                           
44738	Kewaunee, WI Urban Cluster	C	3386877	414053	       1.308	       0.160	 44.456724	 -87.508093                                                                                                      
44789	Key Largo, FL Urban Cluster	C	35648877	8579241	      13.764	       3.312	 25.011030	 -80.529313                                                                                                   
44803	Keyser, WV--MD Urban Cluster	C	9843743	198977	       3.801	       0.077	 39.430272	 -78.992640                                                                                                    
44830	Keystone Heights, FL Urban Cluster	C	19907202	2390651	       7.686	       0.923	 29.795940	 -82.028943                                                                                            
44857	Key West, FL Urban Cluster	C	21126119	2981049	       8.157	       1.151	 24.569654	 -81.751371                                                                                                    
44884	Kiel--New Holstein, WI Urban Cluster	C	10032264	78793	       3.873	       0.030	 43.931146	 -88.059246                                                                                            
44911	Kihei, HI Urban Cluster	C	17338635	0	       6.694	       0.000	 20.732592	-156.446333                                                                                                             
44925	Kilauea, HI Urban Cluster	C	6290971	4583	       2.429	       0.002	 22.210461	-159.406019                                                                                                         
44938	Kilgore, TX Urban Cluster	C	45508405	52971	      17.571	       0.020	 32.400857	 -94.875379                                                                                                       
44965	Kill Devil Hills, NC Urban Cluster	C	63353591	22023310	      24.461	       8.503	 36.107371	 -75.732803                                                                                           
44992	Killeen, TX Urbanized Area	U	219740129	659142	      84.842	       0.254	 31.094566	 -97.751581                                                                                                    
45032	Kimberling City, MO Urban Cluster	C	11668973	2518878	       4.505	       0.973	 36.648016	 -93.424196                                                                                             
45073	King City, CA Urban Cluster	C	13377287	37487	       5.165	       0.014	 36.172072	-121.143013                                                                                                     
45100	Kingfisher, OK Urban Cluster	C	5640701	5154	       2.178	       0.002	 35.848631	 -97.936782                                                                                                      
45112	King George, VA Urban Cluster	C	8407477	119543	       3.246	       0.046	 38.268822	 -77.212041                                                                                                   
45127	Kingman, AZ Urban Cluster	C	61520668	0	      23.753	       0.000	 35.221700	-114.017852                                                                                                           
45154	Kingman, KS Urban Cluster	C	4803241	0	       1.855	       0.000	 37.647696	 -98.113865                                                                                                            
45181	Kingsland, TX Urban Cluster	C	23448575	918095	       9.054	       0.354	 30.661986	 -98.451026                                                                                                    
45235	Kingsport, TN--VA Urbanized Area	U	294233265	3187736	     113.604	       1.231	 36.520527	 -82.547548                                                                                             
45262	Kingston, NY Urbanized Area	U	110950370	2270642	      42.838	       0.877	 41.926068	 -74.046369                                                                                                  
45289	Kingstree, SC Urban Cluster	C	13831494	0	       5.340	       0.000	 33.676472	 -79.818995                                                                                                         
45316	Kingsville, TX Urban Cluster	C	25106683	46494	       9.694	       0.018	 27.508189	 -97.862435                                                                                                    
45343	Kingwood, WV Urban Cluster	C	5988852	0	       2.312	       0.000	 39.471697	 -79.681148                                                                                                           
45370	Kinross, MI Urban Cluster	C	8618555	0	       3.328	       0.000	 46.255748	 -84.465226                                                                                                            
45397	Kinston, NC Urban Cluster	C	82784976	134044	      31.963	       0.052	 35.282993	 -77.613730                                                                                                      
45424	Kirksville, MO Urban Cluster	C	16945960	43749	       6.543	       0.017	 40.196198	 -92.581509                                                                                                    
45436	Kirtland, NM Urban Cluster	C	25785444	103867	       9.956	       0.040	 36.740734	-108.358498                                                                                                     
45451	Kissimmee, FL Urbanized Area	U	409678330	9655974	     158.178	       3.728	 28.294839	 -81.380956                                                                                                 
45478	Kittanning--Ford City, PA Urban Cluster	C	20093947	1985030	       7.758	       0.766	 40.813972	 -79.528635                                                                                       
45505	Klamath Falls--Altamont, OR Urban Cluster	C	56720543	90579	      21.900	       0.035	 42.207290	-121.756458                                                                                       
45532	Knightstown, IN Urban Cluster	C	4004807	43202	       1.546	       0.017	 39.800521	 -85.528955                                                                                                    
45586	Knox, IN Urban Cluster	C	4540851	0	       1.753	       0.000	 41.292761	 -86.616353                                                                                                               
45613	Knoxville, IA Urban Cluster	C	8449851	0	       3.263	       0.000	 41.320124	 -93.104526                                                                                                          
45640	Knoxville, TN Urbanized Area	U	1134564682	10951638	     438.058	       4.228	 35.916780	 -84.024448                                                                                               
45667	Kodiak, AK Urban Cluster	C	8909040	317303	       3.440	       0.123	 57.804171	-152.373631                                                                                                        
45694	Kokomo, IN Urbanized Area	U	93893275	312188	      36.252	       0.121	 40.464312	 -86.142625                                                                                                      
45721	Kosciusko, MS Urban Cluster	C	13847878	5758	       5.347	       0.002	 33.058633	 -89.584563                                                                                                      
45748	Kotzebue, AK Urban Cluster	C	2430594	0	       0.938	       0.000	 66.894454	-162.587054                                                                                                           
45761	Krum, TX Urban Cluster	C	4451410	20119	       1.719	       0.008	 33.259263	 -97.214978                                                                                                           
45775	Kuna, ID Urban Cluster	C	13721453	14540	       5.298	       0.006	 43.504745	-116.421195                                                                                                          
45802	Kutztown, PA Urban Cluster	C	8024433	23313	       3.098	       0.009	 40.514085	 -75.781415                                                                                                       
45829	LaBelle--Port LaBelle, FL Urban Cluster	C	27485563	337048	      10.612	       0.130	 26.748938	 -81.440228                                                                                        
45844	La Center, WA Urban Cluster	C	2707793	0	       1.045	       0.000	 45.866441	-122.669807                                                                                                          
45856	Laconia, NH Urban Cluster	C	33774803	2786984	      13.041	       1.076	 43.536751	 -71.460106                                                                                                     
45883	La Conner, WA Urban Cluster	C	4173894	228779	       1.612	       0.088	 48.388713	-122.510582                                                                                                     
45910	La Crosse, WI--MN Urbanized Area	U	132007349	3515734	      50.968	       1.357	 43.859127	 -91.226388                                                                                             
45937	Lady Lake--The Villages, FL Urbanized Area	U	184425058	3093688	      71.207	       1.194	 28.962134	 -81.993526                                                                                   
45964	Ladysmith, WI Urban Cluster	C	6829525	710543	       2.637	       0.274	 45.468966	 -91.103261                                                                                                     
45991	LaFayette, GA Urban Cluster	C	15637528	0	       6.038	       0.000	 34.717997	 -85.278654                                                                                                         
46018	Lafayette, IN Urbanized Area	U	166032807	957600	      64.106	       0.370	 40.427209	 -86.885007                                                                                                  
46045	Lafayette, LA Urbanized Area	U	462921858	1218539	     178.735	       0.470	 30.165251	 -92.013468                                                                                                 
46099	Lafayette, TN Urban Cluster	C	10288355	0	       3.972	       0.000	 36.531467	 -86.030445                                                                                                         
46126	Lafayette--Louisville--Erie, CO Urbanized Area	U	102376410	1589759	      39.528	       0.614	 39.990654	-105.103670                                                                               
46153	La Follette, TN Urban Cluster	C	58816783	347782	      22.709	       0.134	 36.318821	 -84.160354                                                                                                  
46180	Lago Vista, TX Urban Cluster	C	14118098	0	       5.451	       0.000	 30.446816	 -97.997819                                                                                                        
46207	La Grande, OR Urban Cluster	C	15642035	53160	       6.039	       0.021	 45.328861	-118.079823                                                                                                     
46234	LaGrange, GA Urban Cluster	C	76372629	711815	      29.488	       0.275	 33.033731	 -85.037473                                                                                                     
46261	Lagrange, IN Urban Cluster	C	5520461	0	       2.131	       0.000	 41.647888	 -85.417482                                                                                                           
46315	La Grange, NC Urban Cluster	C	4638294	19594	       1.791	       0.008	 35.305041	 -77.790753                                                                                                      
46328	LaGrange, OH Urban Cluster	C	6642572	102037	       2.565	       0.039	 41.224816	 -82.129420                                                                                                      
46342	La Grange, TX Urban Cluster	C	9298825	203023	       3.590	       0.078	 29.905953	 -96.874741                                                                                                     
46396	Lahaina, HI Urban Cluster	C	16640332	2666	       6.425	       0.001	 20.880575	-156.682462                                                                                                        
46423	Laie--Hauula, HI Urban Cluster	C	9726229	103654	       3.755	       0.040	 21.644801	-157.930847                                                                                                  
46450	La Junta, CO Urban Cluster	C	9872544	90162	       3.812	       0.035	 37.984384	-103.550201                                                                                                       
46465	Lake Arrowhead--Crestline, CA Urban Cluster	C	43787748	3533335	      16.907	       1.364	 34.250088	-117.235479                                                                                   
46477	Lake Arthur, LA Urban Cluster	C	4286896	41546	       1.655	       0.016	 30.083429	 -92.675865                                                                                                    
46489	Lake Bryant, FL Urban Cluster	C	7075854	554655	       2.732	       0.214	 29.166233	 -81.863338                                                                                                   
46504	Lake Butler, FL Urban Cluster	C	12741110	30923	       4.919	       0.012	 30.003316	 -82.355276                                                                                                   
46531	Lake Charles, LA Urbanized Area	U	329408158	9627583	     127.185	       3.717	 30.244735	 -93.255840                                                                                              
46558	Lake City, FL Urban Cluster	C	64871234	1025599	      25.047	       0.396	 30.179395	 -82.625266                                                                                                   
46585	Lake City, MN Urban Cluster	C	9333566	22217	       3.604	       0.009	 44.443918	 -92.276143                                                                                                      
46612	Lake City, SC Urban Cluster	C	18198463	19727	       7.026	       0.008	 33.871787	 -79.755853                                                                                                     
46639	Lake Conroe Eastshore, TX Urban Cluster	C	18747171	63639	       7.238	       0.025	 30.427713	 -95.579534                                                                                         
46652	Lake Conroe Northshore, TX Urban Cluster	C	4067051	0	       1.570	       0.000	 30.465453	 -95.558064                                                                                             
46666	Lake Conroe Westshore, TX Urban Cluster	C	35865296	5177485	      13.848	       1.999	 30.373193	 -95.614807                                                                                       
46675	Lake Crystal, MN Urban Cluster	C	3358053	1877	       1.297	       0.001	 44.108547	 -94.218011                                                                                                    
46684	Lake Delton, WI Urban Cluster	C	17106166	1398518	       6.605	       0.540	 43.607197	 -89.779995                                                                                                 
46693	Lake Geneva, WI Urban Cluster	C	35698238	3226817	      13.783	       1.246	 42.590575	 -88.475529                                                                                                 
46747	Lake Havasu City, AZ Urbanized Area	U	76515979	58541	      29.543	       0.023	 34.495931	-114.315847                                                                                             
46760	Lake Holiday, IL Urban Cluster	C	11508663	1293011	       4.444	       0.499	 41.619817	 -88.671473                                                                                                
46774	Lake Isabella, CA Urban Cluster	C	6866728	37911	       2.651	       0.015	 35.613189	-118.478368                                                                                                  
46801	Lake Jackson--Angleton, TX Urbanized Area	U	107996225	3298041	      41.698	       1.273	 29.045863	 -95.408523                                                                                    
46814	Lake Lakengren, OH Urban Cluster	C	5017965	834819	       1.937	       0.322	 39.688585	 -84.692787                                                                                                
46828	Lakeland, FL Urbanized Area	U	378214613	17818907	     146.029	       6.880	 28.020979	 -81.955881                                                                                                 
46836	Lakeland, GA Urban Cluster	C	2745925	0	       1.060	       0.000	 31.037804	 -83.071475                                                                                                           
46845	Lake Land'Or, VA Urban Cluster	C	12321118	1758270	       4.757	       0.679	 38.006315	 -77.542813                                                                                                
46855	Lake Los Angeles, CA Urban Cluster	C	16787416	125676	       6.482	       0.049	 34.609839	-117.830337                                                                                             
46868	Lake Meade, PA Urban Cluster	C	3425501	1090434	       1.323	       0.421	 39.983856	 -77.040722                                                                                                   
46882	Lake Mills, WI Urban Cluster	C	10469826	44685	       4.042	       0.017	 43.079675	 -88.904952                                                                                                    
46895	Lake Montezuma, AZ Urban Cluster	C	7332992	29261	       2.831	       0.011	 34.638180	-111.782155                                                                                                 
46909	Lake Monticello, VA Urban Cluster	C	14637063	1385326	       5.651	       0.535	 37.917531	 -78.321220                                                                                             
46918	Lake Murray North Shore, SC Urban Cluster	C	14476226	43082	       5.589	       0.017	 34.099046	 -81.383838                                                                                       
46927	Lake Norman of Catawba, NC Urban Cluster	C	25030532	2075965	       9.664	       0.802	 35.556139	 -81.023108                                                                                      
46963	Lake of the Pines, CA Urban Cluster	C	19889306	1257969	       7.679	       0.486	 39.009801	-121.034707                                                                                           
46972	Lake of the Woods, VA Urban Cluster	C	19163533	2087513	       7.399	       0.806	 38.342756	 -77.761272                                                                                           
46980	Lake of the Woods--Pinetop-Lakeside, AZ Urban Cluster	C	26399264	543032	      10.193	       0.210	 34.134848	-109.955177                                                                          
46990	Lake Panasoffkee, FL Urban Cluster	C	6288101	28892	       2.428	       0.011	 28.792486	 -82.128177                                                                                               
47000	Lake Park, GA Urban Cluster	C	10150269	2628338	       3.919	       1.015	 30.687749	 -83.203177                                                                                                   
47010	Lake Placid, FL Urban Cluster	C	48789290	6680928	      18.838	       2.580	 27.287179	 -81.363124                                                                                                 
47017	Lake Placid, NY Urban Cluster	C	4826204	429544	       1.863	       0.166	 44.279914	 -73.984212                                                                                                   
